genus,speciesname,record_id,month,day,year,plot,species,sex,wgt
Baiomys,taylori,16598,11,4,1989,21,BA,M,7
Baiomys,taylori,16599,11,4,1989,21,BA,M,6
Baiomys,taylori,16854,12,5,1989,3,BA,M,8
Baiomys,taylori,16951,1,7,1990,5,BA,F,9
Baiomys,taylori,17174,2,25,1990,5,BA,M,7
Baiomys,taylori,17190,2,25,1990,5,BA,F,7
Baiomys,taylori,17374,4,24,1990,1,BA,M,7
Baiomys,taylori,17486,4,26,1990,3,BA,M,7
Baiomys,taylori,17566,5,25,1990,3,BA,F,10
Baiomys,taylori,17616,6,22,1990,3,BA,F,8
Baiomys,taylori,17773,8,17,1990,3,BA,F,9
Baiomys,taylori,17935,10,16,1990,3,BA,F,8
Baiomys,taylori,18085,12,15,1990,19,BA,F,8
Baiomys,taylori,18132,12,16,1990,3,BA,F,8
Baiomys,taylori,18252,1,12,1991,3,BA,F,9
Baiomys,taylori,18323,2,16,1991,19,BA,F,18
Baiomys,taylori,18509,3,14,1991,3,BA,F,8
Baiomys,taylori,18574,4,19,1991,19,BA,F,12
Baiomys,taylori,18604,4,21,1991,3,BA,F,10
Baiomys,taylori,18666,5,13,1991,19,BA,F,7
Baiomys,taylori,18687,5,14,1991,3,BA,F,8
Baiomys,taylori,18768,6,13,1991,18,BA,F,9
Baiomys,taylori,18778,6,14,1991,3,BA,F,9
Baiomys,taylori,18828,7,12,1991,19,BA,F,11
Baiomys,taylori,18855,7,13,1991,3,BA,F,13
Baiomys,taylori,18935,8,7,1991,18,BA,F,10
Baiomys,taylori,19015,9,9,1991,19,BA,F,11
Baiomys,taylori,19109,10,10,1991,20,BA,F,6
Baiomys,taylori,19121,10,10,1991,2,BA,M,6
Baiomys,taylori,19144,10,11,1991,3,BA,"",""
Baiomys,taylori,19220,11,13,1991,19,BA,F,10
Baiomys,taylori,19249,11,13,1991,19,BA,M,8
Baiomys,taylori,19256,11,14,1991,3,BA,F,9
Baiomys,taylori,19260,11,14,1991,21,BA,M,7
Baiomys,taylori,19274,11,14,1991,3,BA,F,8
Baiomys,taylori,19380,12,7,1991,19,BA,F,9
Baiomys,taylori,19409,12,7,1991,19,BA,M,9
Baiomys,taylori,19474,12,8,1991,5,BA,F,8
Baiomys,taylori,19499,12,8,1991,3,BA,M,8
Baiomys,taylori,19514,12,8,1991,3,BA,M,8
Baiomys,taylori,19543,1,8,1992,19,BA,F,9
Baiomys,taylori,19567,1,8,1992,19,BA,M,8
Baiomys,taylori,19584,1,8,1992,19,BA,F,7
Baiomys,taylori,19698,2,7,1992,3,BA,M,7
Baiomys,taylori,19755,3,7,1992,19,BA,F,7
Baiomys,taylori,19775,3,7,1992,19,BA,F,9
Dipodomys,merriami,10001,2,17,1985,2,DM,F,39
Dipodomys,merriami,10003,2,17,1985,5,DM,F,33
Dipodomys,merriami,10004,2,17,1985,2,DM,F,37
Dipodomys,merriami,10005,2,17,1985,11,DM,M,41
Dipodomys,merriami,10006,2,17,1985,2,DM,F,42
Dipodomys,merriami,10008,2,17,1985,4,DM,F,36
Dipodomys,merriami,1001,6,9,1978,18,DM,F,42
Dipodomys,merriami,10011,2,17,1985,13,DM,F,33
Dipodomys,merriami,10016,2,17,1985,15,DM,F,32
Dipodomys,merriami,10017,2,17,1985,13,DM,M,33
Dipodomys,merriami,10020,2,17,1985,1,DM,F,34
Dipodomys,merriami,10021,2,17,1985,2,DM,M,44
Dipodomys,merriami,10026,2,17,1985,5,DM,M,49
Dipodomys,merriami,10027,2,17,1985,8,DM,M,41
Dipodomys,merriami,10028,2,17,1985,13,DM,M,38
Dipodomys,merriami,10031,2,17,1985,2,DM,F,37
Dipodomys,merriami,10032,2,17,1985,11,DM,F,32
Dipodomys,merriami,10034,3,16,1985,21,DM,F,40
Dipodomys,merriami,10035,3,16,1985,6,DM,M,43
Dipodomys,merriami,10036,3,16,1985,6,DM,M,37
Dipodomys,merriami,10037,3,16,1985,21,DM,F,43
Dipodomys,merriami,10038,3,16,1985,6,DM,F,41
Dipodomys,merriami,10039,3,16,1985,6,DM,F,33
Dipodomys,merriami,10041,3,16,1985,6,DM,M,46
Dipodomys,merriami,10042,3,16,1985,14,DM,F,42
Dipodomys,merriami,10046,3,16,1985,6,DM,M,50
Dipodomys,merriami,10047,3,16,1985,16,DM,F,35
Dipodomys,merriami,10050,3,16,1985,12,DM,M,47
Dipodomys,merriami,10052,3,16,1985,16,DM,M,44
Dipodomys,merriami,10056,3,16,1985,18,DM,F,34
Dipodomys,merriami,10059,3,16,1985,24,DM,F,39
Dipodomys,merriami,1006,6,9,1978,6,DM,M,38
Dipodomys,merriami,10060,3,16,1985,12,DM,M,43
Dipodomys,merriami,10061,3,16,1985,18,DM,M,43
Dipodomys,merriami,10062,3,16,1985,12,DM,F,38
Dipodomys,merriami,10063,3,16,1985,24,DM,M,40
Dipodomys,merriami,10065,3,16,1985,12,DM,F,40
Dipodomys,merriami,10066,3,16,1985,24,DM,"",""
Dipodomys,merriami,10069,3,16,1985,21,DM,M,43
Dipodomys,merriami,1007,6,9,1978,1,DM,F,40
Dipodomys,merriami,10073,3,16,1985,14,DM,M,47
Dipodomys,merriami,1008,6,9,1978,18,DM,F,37
Dipodomys,merriami,10080,3,16,1985,6,DM,M,45
Dipodomys,merriami,10081,3,16,1985,6,DM,F,33
Dipodomys,merriami,10083,3,16,1985,17,DM,F,42
Dipodomys,merriami,10092,3,17,1985,2,DM,F,38
Dipodomys,merriami,10093,3,17,1985,5,DM,M,49
Dipodomys,merriami,10095,3,17,1985,3,DM,M,48
Dipodomys,merriami,10096,3,17,1985,5,DM,M,42
Dipodomys,merriami,101,8,20,1977,5,DM,F,46
Dipodomys,merriami,10100,3,17,1985,4,DM,F,33
Dipodomys,merriami,10107,3,17,1985,13,DM,M,39
Dipodomys,merriami,10109,3,17,1985,2,DM,F,43
Dipodomys,merriami,10110,3,17,1985,5,DM,F,41
Dipodomys,merriami,10111,3,17,1985,15,DM,F,43
Dipodomys,merriami,10112,3,17,1985,13,DM,F,40
Dipodomys,merriami,10114,3,17,1985,2,DM,F,39
Dipodomys,merriami,10115,3,17,1985,4,DM,F,40
Dipodomys,merriami,10116,3,17,1985,9,DM,F,43
Dipodomys,merriami,10117,3,17,1985,9,DM,F,42
Dipodomys,merriami,10121,3,17,1985,9,DM,M,40
Dipodomys,merriami,10122,3,17,1985,8,DM,F,50
Dipodomys,merriami,10124,3,17,1985,1,DM,F,37
Dipodomys,merriami,10125,3,17,1985,4,DM,F,39
Dipodomys,merriami,10128,3,17,1985,8,DM,M,43
Dipodomys,merriami,10130,3,17,1985,11,DM,M,43
Dipodomys,merriami,10131,3,17,1985,1,DM,M,41
Dipodomys,merriami,10134,3,17,1985,1,DM,M,40
Dipodomys,merriami,10136,4,20,1985,14,DM,M,52
Dipodomys,merriami,10137,4,20,1985,17,DM,M,47
Dipodomys,merriami,10138,4,20,1985,18,DM,M,51
Dipodomys,merriami,10142,4,20,1985,14,DM,M,48
Dipodomys,merriami,10144,4,20,1985,6,DM,F,47
Dipodomys,merriami,10146,4,20,1985,14,DM,M,48
Dipodomys,merriami,10147,4,20,1985,6,DM,M,46
Dipodomys,merriami,10149,4,20,1985,14,DM,F,47
Dipodomys,merriami,10150,4,20,1985,18,DM,F,36
Dipodomys,merriami,10151,4,20,1985,6,DM,F,25
Dipodomys,merriami,10152,4,20,1985,18,DM,F,51
Dipodomys,merriami,10154,4,20,1985,21,DM,F,35
Dipodomys,merriami,10157,4,20,1985,22,DM,F,50
Dipodomys,merriami,10159,4,20,1985,14,DM,M,52
Dipodomys,merriami,10161,4,20,1985,18,DM,F,45
Dipodomys,merriami,10162,4,20,1985,6,DM,F,41
Dipodomys,merriami,10164,4,20,1985,20,DM,M,38
Dipodomys,merriami,10165,4,20,1985,12,DM,F,48
Dipodomys,merriami,10166,4,20,1985,18,DM,M,49
Dipodomys,merriami,10169,4,20,1985,22,DM,F,37
Dipodomys,merriami,1017,6,9,1978,5,DM,F,50
Dipodomys,merriami,10170,4,20,1985,6,DM,M,43
Dipodomys,merriami,10171,4,20,1985,20,DM,M,39
Dipodomys,merriami,10174,4,20,1985,12,DM,F,43
Dipodomys,merriami,10177,4,20,1985,22,DM,F,51
Dipodomys,merriami,10178,4,20,1985,14,DM,M,47
Dipodomys,merriami,10179,4,20,1985,24,DM,M,43
Dipodomys,merriami,1018,6,9,1978,2,DM,M,43
Dipodomys,merriami,10180,4,20,1985,6,DM,M,49
Dipodomys,merriami,10183,4,20,1985,20,DM,F,48
Dipodomys,merriami,10184,4,20,1985,24,DM,F,33
Dipodomys,merriami,10188,4,20,1985,19,DM,M,50
Dipodomys,merriami,10190,4,20,1985,12,DM,M,46
Dipodomys,merriami,10191,4,20,1985,22,DM,M,""
Dipodomys,merriami,10192,4,20,1985,24,DM,M,46
Dipodomys,merriami,10195,4,20,1985,18,DM,F,46
Dipodomys,merriami,10196,4,20,1985,22,DM,F,50
Dipodomys,merriami,10197,4,20,1985,17,DM,M,42
Dipodomys,merriami,102,8,20,1977,23,DM,F,40
Dipodomys,merriami,1020,6,9,1978,16,DM,M,48
Dipodomys,merriami,10200,4,20,1985,18,DM,F,43
Dipodomys,merriami,10201,4,20,1985,22,DM,M,48
Dipodomys,merriami,10202,4,20,1985,18,DM,M,47
Dipodomys,merriami,10203,4,20,1985,24,DM,M,45
Dipodomys,merriami,10204,4,20,1985,22,DM,M,47
Dipodomys,merriami,10206,4,20,1985,19,DM,M,47
Dipodomys,merriami,10208,4,20,1985,24,DM,F,51
Dipodomys,merriami,10210,4,20,1985,14,DM,F,49
Dipodomys,merriami,10211,4,20,1985,18,DM,F,31
Dipodomys,merriami,10213,4,20,1985,20,DM,M,46
Dipodomys,merriami,10215,4,20,1985,12,DM,M,41
Dipodomys,merriami,10217,4,20,1985,20,DM,F,52
Dipodomys,merriami,1022,6,9,1978,6,DM,M,41
Dipodomys,merriami,10221,4,20,1985,24,DM,F,44
Dipodomys,merriami,10222,4,20,1985,22,DM,M,42
Dipodomys,merriami,10223,4,20,1985,20,DM,F,48
Dipodomys,merriami,10224,4,20,1985,14,DM,F,47
Dipodomys,merriami,10226,4,20,1985,18,DM,M,45
Dipodomys,merriami,10228,4,20,1985,20,DM,M,39
Dipodomys,merriami,10230,4,20,1985,24,DM,M,43
Dipodomys,merriami,10233,4,20,1985,22,DM,M,39
Dipodomys,merriami,10234,4,20,1985,20,DM,M,50
Dipodomys,merriami,10237,4,20,1985,6,DM,M,46
Dipodomys,merriami,10238,4,20,1985,12,DM,M,50
Dipodomys,merriami,10240,4,20,1985,12,DM,M,49
Dipodomys,merriami,10243,4,20,1985,24,DM,M,45
Dipodomys,merriami,10244,4,20,1985,12,DM,F,53
Dipodomys,merriami,10246,4,20,1985,19,DM,F,46
Dipodomys,merriami,10247,4,20,1985,6,DM,F,44
Dipodomys,merriami,10248,4,20,1985,14,DM,M,51
Dipodomys,merriami,1025,6,9,1978,14,DM,M,28
Dipodomys,merriami,10251,4,20,1985,12,DM,F,44
Dipodomys,merriami,10254,4,21,1985,2,DM,M,27
Dipodomys,merriami,10256,4,21,1985,13,DM,M,40
Dipodomys,merriami,10258,4,21,1985,1,DM,F,49
Dipodomys,merriami,10265,4,21,1985,4,DM,F,47
Dipodomys,merriami,10270,4,21,1985,13,DM,F,54
Dipodomys,merriami,10274,4,21,1985,1,DM,M,47
Dipodomys,merriami,10275,4,21,1985,4,DM,M,21
Dipodomys,merriami,10276,4,21,1985,1,DM,F,44
Dipodomys,merriami,10277,4,21,1985,2,DM,F,44
Dipodomys,merriami,1028,6,9,1978,13,DM,F,24
Dipodomys,merriami,10281,4,21,1985,13,DM,M,41
Dipodomys,merriami,10284,4,21,1985,13,DM,M,40
Dipodomys,merriami,10285,4,21,1985,1,DM,M,39
Dipodomys,merriami,10288,4,21,1985,1,DM,M,40
Dipodomys,merriami,10289,4,21,1985,1,DM,F,41
Dipodomys,merriami,10290,4,21,1985,2,DM,F,44
Dipodomys,merriami,10291,4,21,1985,9,DM,M,29
Dipodomys,merriami,10292,4,21,1985,1,DM,M,29
Dipodomys,merriami,10293,4,21,1985,1,DM,F,48
Dipodomys,merriami,103,8,20,1977,18,DM,F,30
Dipodomys,merriami,10300,4,21,1985,1,DM,F,48
Dipodomys,merriami,10302,4,21,1985,9,DM,M,43
Dipodomys,merriami,10303,4,21,1985,1,DM,M,42
Dipodomys,merriami,10304,4,21,1985,13,DM,F,48
Dipodomys,merriami,10310,4,21,1985,13,DM,F,55
Dipodomys,merriami,10311,4,21,1985,1,DM,M,44
Dipodomys,merriami,10312,4,21,1985,5,DM,M,46
Dipodomys,merriami,10313,4,21,1985,13,DM,F,37
Dipodomys,merriami,10317,4,21,1985,1,DM,F,36
Dipodomys,merriami,10318,4,21,1985,2,DM,F,43
Dipodomys,merriami,10320,4,21,1985,5,DM,F,40
Dipodomys,merriami,10322,4,21,1985,8,DM,F,22
Dipodomys,merriami,10323,4,21,1985,1,DM,M,46
Dipodomys,merriami,10325,4,21,1985,1,DM,F,46
Dipodomys,merriami,10326,4,21,1985,11,DM,M,43
Dipodomys,merriami,10327,4,21,1985,13,DM,M,43
Dipodomys,merriami,1033,7,7,1978,12,DM,F,44
Dipodomys,merriami,10330,4,21,1985,11,DM,M,38
Dipodomys,merriami,10332,4,21,1985,8,DM,M,39
Dipodomys,merriami,10335,4,21,1985,8,DM,F,52
Dipodomys,merriami,10337,4,21,1985,5,DM,M,51
Dipodomys,merriami,10338,4,21,1985,8,DM,F,50
Dipodomys,merriami,10339,4,21,1985,1,DM,M,47
Dipodomys,merriami,1034,7,7,1978,17,DM,M,35
Dipodomys,merriami,10340,4,21,1985,4,DM,F,46
Dipodomys,merriami,10342,4,21,1985,13,DM,M,46
Dipodomys,merriami,10343,4,21,1985,9,DM,M,46
Dipodomys,merriami,10344,4,21,1985,8,DM,M,46
Dipodomys,merriami,10345,4,21,1985,4,DM,M,47
Dipodomys,merriami,10347,4,21,1985,13,DM,F,53
Dipodomys,merriami,10348,4,21,1985,1,DM,F,44
Dipodomys,merriami,10349,4,21,1985,11,DM,F,53
Dipodomys,merriami,1035,7,7,1978,12,DM,M,17
Dipodomys,merriami,10350,4,21,1985,1,DM,M,43
Dipodomys,merriami,10351,4,21,1985,3,DM,F,43
Dipodomys,merriami,10354,4,21,1985,2,DM,F,39
Dipodomys,merriami,10355,4,21,1985,9,DM,F,47
Dipodomys,merriami,10356,4,21,1985,3,DM,M,44
Dipodomys,merriami,10359,4,21,1985,11,DM,M,40
Dipodomys,merriami,10360,4,21,1985,8,DM,M,45
Dipodomys,merriami,10361,4,21,1985,9,DM,F,40
Dipodomys,merriami,10362,4,21,1985,1,DM,M,45
Dipodomys,merriami,10363,4,21,1985,2,DM,F,43
Dipodomys,merriami,10365,4,21,1985,9,DM,M,39
Dipodomys,merriami,10366,4,21,1985,2,DM,M,46
Dipodomys,merriami,10367,4,21,1985,4,DM,M,17
Dipodomys,merriami,10368,4,21,1985,8,DM,M,52
Dipodomys,merriami,10369,4,21,1985,9,DM,F,51
Dipodomys,merriami,10370,5,23,1985,17,DM,M,40
Dipodomys,merriami,10373,5,23,1985,17,DM,M,42
Dipodomys,merriami,10375,5,23,1985,21,DM,M,44
Dipodomys,merriami,10376,5,23,1985,18,DM,F,44
Dipodomys,merriami,1038,7,7,1978,20,DM,F,32
Dipodomys,merriami,10384,5,23,1985,12,DM,F,40
Dipodomys,merriami,10388,5,23,1985,24,DM,M,43
Dipodomys,merriami,10389,5,23,1985,14,DM,M,49
Dipodomys,merriami,1039,7,7,1978,11,DM,F,48
Dipodomys,merriami,10390,5,23,1985,21,DM,F,43
Dipodomys,merriami,10391,5,23,1985,18,DM,M,46
Dipodomys,merriami,10394,5,23,1985,24,DM,M,45
Dipodomys,merriami,10395,5,23,1985,22,DM,F,35
Dipodomys,merriami,10400,5,23,1985,12,DM,M,46
Dipodomys,merriami,10403,5,23,1985,12,DM,F,34
Dipodomys,merriami,10404,5,23,1985,22,DM,M,44
Dipodomys,merriami,10405,5,23,1985,24,DM,M,36
Dipodomys,merriami,10406,5,23,1985,12,DM,F,33
Dipodomys,merriami,10407,5,23,1985,14,DM,M,34
Dipodomys,merriami,1041,7,7,1978,17,DM,M,45
Dipodomys,merriami,10411,5,24,1985,2,DM,M,33
Dipodomys,merriami,10415,5,24,1985,2,DM,F,40
Dipodomys,merriami,10420,5,24,1985,13,DM,M,46
Dipodomys,merriami,10421,5,24,1985,2,DM,F,39
Dipodomys,merriami,10424,5,24,1985,4,DM,M,27
Dipodomys,merriami,10425,5,24,1985,9,DM,M,33
Dipodomys,merriami,1043,7,7,1978,17,DM,M,47
Dipodomys,merriami,10430,5,24,1985,2,DM,F,17
Dipodomys,merriami,10431,5,24,1985,5,DM,F,39
Dipodomys,merriami,10434,5,24,1985,5,DM,M,48
Dipodomys,merriami,10436,5,24,1985,11,DM,M,41
Dipodomys,merriami,10437,5,24,1985,3,DM,F,42
Dipodomys,merriami,10443,5,24,1985,4,DM,F,40
Dipodomys,merriami,10446,5,24,1985,11,DM,F,43
Dipodomys,merriami,10447,5,24,1985,2,DM,F,38
Dipodomys,merriami,10449,5,24,1985,13,DM,F,37
Dipodomys,merriami,10451,6,15,1985,18,DM,F,40
Dipodomys,merriami,10457,6,15,1985,17,DM,M,41
Dipodomys,merriami,10459,6,15,1985,21,DM,F,29
Dipodomys,merriami,10460,6,15,1985,12,DM,M,46
Dipodomys,merriami,10462,6,15,1985,20,DM,M,45
Dipodomys,merriami,10463,6,15,1985,12,DM,F,53
Dipodomys,merriami,10464,6,15,1985,14,DM,M,51
Dipodomys,merriami,10467,6,15,1985,24,DM,F,36
Dipodomys,merriami,10469,6,15,1985,12,DM,M,42
Dipodomys,merriami,10470,6,15,1985,18,DM,M,47
Dipodomys,merriami,10471,6,15,1985,12,DM,F,32
Dipodomys,merriami,10472,6,15,1985,22,DM,F,34
Dipodomys,merriami,10475,6,15,1985,14,DM,M,42
Dipodomys,merriami,10478,6,15,1985,6,DM,F,46
Dipodomys,merriami,10479,6,15,1985,12,DM,F,27
Dipodomys,merriami,1048,7,7,1978,8,DM,F,""
Dipodomys,merriami,10480,6,15,1985,24,DM,M,41
Dipodomys,merriami,10481,6,15,1985,17,DM,"",""
Dipodomys,merriami,10482,6,15,1985,12,DM,F,36
Dipodomys,merriami,10483,6,15,1985,22,DM,M,48
Dipodomys,merriami,10488,6,16,1985,5,DM,M,49
Dipodomys,merriami,1049,7,7,1978,9,DM,M,36
Dipodomys,merriami,10490,6,16,1985,4,DM,F,43
Dipodomys,merriami,10493,6,16,1985,13,DM,M,44
Dipodomys,merriami,10496,6,16,1985,9,DM,M,39
Dipodomys,merriami,105,8,20,1977,19,DM,M,39
Dipodomys,merriami,10500,6,16,1985,2,DM,F,42
Dipodomys,merriami,10502,6,16,1985,4,DM,M,37
Dipodomys,merriami,10504,6,16,1985,11,DM,M,47
Dipodomys,merriami,10506,6,16,1985,11,DM,F,40
Dipodomys,merriami,10513,6,16,1985,5,DM,F,27
Dipodomys,merriami,10517,6,16,1985,2,DM,F,15
Dipodomys,merriami,10518,6,16,1985,2,DM,F,40
Dipodomys,merriami,1052,7,7,1978,17,DM,F,39
Dipodomys,merriami,10521,6,16,1985,5,DM,F,43
Dipodomys,merriami,10523,6,16,1985,3,DM,F,47
Dipodomys,merriami,10524,6,16,1985,4,DM,F,40
Dipodomys,merriami,10527,6,16,1985,11,DM,M,47
Dipodomys,merriami,1053,7,7,1978,12,DM,M,27
Dipodomys,merriami,10532,6,16,1985,2,DM,F,30
Dipodomys,merriami,10534,6,16,1985,11,DM,F,40
Dipodomys,merriami,10535,6,16,1985,9,DM,M,44
Dipodomys,merriami,10541,7,23,1985,14,DM,M,49
Dipodomys,merriami,10542,7,23,1985,20,DM,F,40
Dipodomys,merriami,10544,7,23,1985,21,DM,F,40
Dipodomys,merriami,10545,7,23,1985,17,DM,M,44
Dipodomys,merriami,10548,7,23,1985,20,DM,M,37
Dipodomys,merriami,10550,7,23,1985,17,DM,F,31
Dipodomys,merriami,10551,7,23,1985,12,DM,M,50
Dipodomys,merriami,10553,7,23,1985,24,DM,F,38
Dipodomys,merriami,10554,7,23,1985,14,DM,M,50
Dipodomys,merriami,10558,7,23,1985,12,DM,F,47
Dipodomys,merriami,1056,7,7,1978,17,DM,F,45
Dipodomys,merriami,10560,7,23,1985,18,DM,M,50
Dipodomys,merriami,10562,7,23,1985,12,DM,F,44
Dipodomys,merriami,10564,7,23,1985,18,DM,"",45
Dipodomys,merriami,10565,7,23,1985,14,DM,M,43
Dipodomys,merriami,10566,7,23,1985,24,DM,M,43
Dipodomys,merriami,10567,7,23,1985,12,DM,M,26
Dipodomys,merriami,10568,7,23,1985,18,DM,F,34
Dipodomys,merriami,10571,7,23,1985,12,DM,F,40
Dipodomys,merriami,10578,7,24,1985,3,DM,M,24
Dipodomys,merriami,10579,7,24,1985,1,DM,M,39
Dipodomys,merriami,1058,7,7,1978,12,DM,F,40
Dipodomys,merriami,10584,7,24,1985,3,DM,F,38
Dipodomys,merriami,10586,7,24,1985,5,DM,F,44
Dipodomys,merriami,10592,7,24,1985,4,DM,M,43
Dipodomys,merriami,10594,7,24,1985,4,DM,M,45
Dipodomys,merriami,10595,7,24,1985,2,DM,F,41
Dipodomys,merriami,10597,7,24,1985,13,DM,M,46
Dipodomys,merriami,10598,7,24,1985,1,DM,F,40
Dipodomys,merriami,1060,7,7,1978,12,DM,M,43
Dipodomys,merriami,10600,7,24,1985,2,DM,F,17
Dipodomys,merriami,10601,7,24,1985,5,DM,M,54
Dipodomys,merriami,10603,7,24,1985,2,DM,F,37
Dipodomys,merriami,10607,7,24,1985,8,DM,F,44
Dipodomys,merriami,10608,7,24,1985,11,DM,F,40
Dipodomys,merriami,1061,7,7,1978,2,DM,F,46
Dipodomys,merriami,10610,7,24,1985,2,DM,F,32
Dipodomys,merriami,10612,7,24,1985,9,DM,M,42
Dipodomys,merriami,10613,7,24,1985,8,DM,M,44
Dipodomys,merriami,10618,7,24,1985,4,DM,F,46
Dipodomys,merriami,1062,7,7,1978,2,DM,F,43
Dipodomys,merriami,10621,7,24,1985,2,DM,F,36
Dipodomys,merriami,10622,7,24,1985,1,DM,M,40
Dipodomys,merriami,10623,7,24,1985,2,DM,F,33
Dipodomys,merriami,10624,7,24,1985,3,DM,F,21
Dipodomys,merriami,10628,7,24,1985,5,DM,F,30
Dipodomys,merriami,10630,7,24,1985,8,DM,F,42
Dipodomys,merriami,10632,7,24,1985,11,DM,M,42
Dipodomys,merriami,10633,8,19,1985,14,DM,M,50
Dipodomys,merriami,10634,8,19,1985,18,DM,F,44
Dipodomys,merriami,10635,8,19,1985,20,DM,M,40
Dipodomys,merriami,10637,8,19,1985,14,DM,M,52
Dipodomys,merriami,10638,8,19,1985,17,DM,F,38
Dipodomys,merriami,10639,8,19,1985,18,DM,F,50
Dipodomys,merriami,10640,8,19,1985,14,DM,M,49
Dipodomys,merriami,10643,8,19,1985,12,DM,M,50
Dipodomys,merriami,10644,8,19,1985,18,DM,M,46
Dipodomys,merriami,10645,8,19,1985,24,DM,F,48
Dipodomys,merriami,10649,8,19,1985,17,DM,F,34
Dipodomys,merriami,1065,7,7,1978,9,DM,M,34
Dipodomys,merriami,10650,8,19,1985,18,DM,F,25
Dipodomys,merriami,10657,8,19,1985,22,DM,F,43
Dipodomys,merriami,10659,8,19,1985,22,DM,M,48
Dipodomys,merriami,10661,8,19,1985,12,DM,F,34
Dipodomys,merriami,10662,8,19,1985,18,DM,F,46
Dipodomys,merriami,10664,8,19,1985,12,DM,F,46
Dipodomys,merriami,10666,8,19,1985,12,DM,F,42
Dipodomys,merriami,10667,8,19,1985,14,DM,M,46
Dipodomys,merriami,10676,8,19,1985,24,DM,F,33
Dipodomys,merriami,10683,8,20,1985,11,DM,F,44
Dipodomys,merriami,10685,8,20,1985,13,DM,M,44
Dipodomys,merriami,10686,8,20,1985,2,DM,F,48
Dipodomys,merriami,10687,8,20,1985,5,DM,M,53
Dipodomys,merriami,10692,8,20,1985,5,DM,F,44
Dipodomys,merriami,10693,8,20,1985,2,DM,F,24
Dipodomys,merriami,10696,8,20,1985,5,DM,F,45
Dipodomys,merriami,10702,8,20,1985,11,DM,M,49
Dipodomys,merriami,10703,8,20,1985,9,DM,M,43
Dipodomys,merriami,10704,8,20,1985,4,DM,M,49
Dipodomys,merriami,10707,8,20,1985,4,DM,M,18
Dipodomys,merriami,10709,8,20,1985,3,DM,F,49
Dipodomys,merriami,10710,8,20,1985,5,DM,F,42
Dipodomys,merriami,10711,8,20,1985,4,DM,F,45
Dipodomys,merriami,10716,8,20,1985,2,DM,F,38
Dipodomys,merriami,10719,8,20,1985,13,DM,F,39
Dipodomys,merriami,10721,8,20,1985,11,DM,F,46
Dipodomys,merriami,10722,8,20,1985,9,DM,M,47
Dipodomys,merriami,10723,8,20,1985,8,DM,F,46
Dipodomys,merriami,10725,8,20,1985,8,DM,M,49
Dipodomys,merriami,10727,8,20,1985,9,DM,F,41
Dipodomys,merriami,10728,8,20,1985,13,DM,M,46
Dipodomys,merriami,10730,9,21,1985,18,DM,F,39
Dipodomys,merriami,10732,9,21,1985,17,DM,M,50
Dipodomys,merriami,10733,9,21,1985,21,DM,F,44
Dipodomys,merriami,10735,9,21,1985,14,DM,M,56
Dipodomys,merriami,10739,9,21,1985,18,DM,M,54
Dipodomys,merriami,10741,9,21,1985,20,DM,M,46
Dipodomys,merriami,10742,9,21,1985,18,DM,F,40
Dipodomys,merriami,10743,9,21,1985,14,DM,M,50
Dipodomys,merriami,10744,9,21,1985,17,DM,F,41
Dipodomys,merriami,10747,9,21,1985,24,DM,F,36
Dipodomys,merriami,10748,9,21,1985,24,DM,F,20
Dipodomys,merriami,1075,7,8,1978,13,DM,M,46
Dipodomys,merriami,10750,9,21,1985,17,DM,F,38
Dipodomys,merriami,10751,9,21,1985,12,DM,F,43
Dipodomys,merriami,10752,9,21,1985,12,DM,M,48
Dipodomys,merriami,10754,9,21,1985,12,DM,F,40
Dipodomys,merriami,10755,9,21,1985,24,DM,M,22
Dipodomys,merriami,10756,9,21,1985,12,DM,M,53
Dipodomys,merriami,10758,9,21,1985,22,DM,F,44
Dipodomys,merriami,10759,9,21,1985,6,DM,"",""
Dipodomys,merriami,10761,9,21,1985,14,DM,M,""
Dipodomys,merriami,10763,9,21,1985,12,DM,M,38
Dipodomys,merriami,10766,9,21,1985,19,DM,M,34
Dipodomys,merriami,10768,9,21,1985,24,DM,M,46
Dipodomys,merriami,10771,9,21,1985,14,DM,M,48
Dipodomys,merriami,10779,9,22,1985,3,DM,F,46
Dipodomys,merriami,10781,9,22,1985,5,DM,M,53
Dipodomys,merriami,10784,9,22,1985,2,DM,F,46
Dipodomys,merriami,10785,9,22,1985,11,DM,F,36
Dipodomys,merriami,10795,9,22,1985,1,DM,M,40
Dipodomys,merriami,10797,9,22,1985,8,DM,M,39
Dipodomys,merriami,10799,9,22,1985,9,DM,M,43
Dipodomys,merriami,1080,7,8,1978,14,DM,F,39
Dipodomys,merriami,10801,9,22,1985,5,DM,F,42
Dipodomys,merriami,10802,9,22,1985,2,DM,F,59
Dipodomys,merriami,10804,9,22,1985,2,DM,F,41
Dipodomys,merriami,10805,9,22,1985,5,DM,F,48
Dipodomys,merriami,10806,9,22,1985,11,DM,M,53
Dipodomys,merriami,10807,9,22,1985,8,DM,M,48
Dipodomys,merriami,10808,9,22,1985,13,DM,M,46
Dipodomys,merriami,10812,9,22,1985,4,DM,M,42
Dipodomys,merriami,10813,9,22,1985,11,DM,F,43
Dipodomys,merriami,10814,9,22,1985,8,DM,M,52
Dipodomys,merriami,10816,9,22,1985,8,DM,M,52
