genus,speciesname,record_id,month,day,year,plot,species,sex,wgt
Dipodomys,merriami,6972,11,21,1982,13,DM,M,48
Dipodomys,merriami,6973,11,21,1982,14,DM,M,39
Dipodomys,merriami,6977,11,21,1982,14,DM,M,41
Dipodomys,merriami,6979,11,21,1982,18,DM,M,43
Dipodomys,merriami,698,3,12,1978,14,DM,F,""
Dipodomys,merriami,6984,11,21,1982,24,DM,M,47
Dipodomys,merriami,6985,11,21,1982,22,DM,M,36
Dipodomys,merriami,6989,11,21,1982,17,DM,F,41
Dipodomys,merriami,699,3,12,1978,5,DM,F,43
Dipodomys,merriami,6991,11,21,1982,22,DM,F,38
Dipodomys,merriami,6993,11,21,1982,13,DM,F,42
Dipodomys,merriami,6994,11,21,1982,14,DM,M,43
Dipodomys,merriami,6995,11,21,1982,14,DM,F,45
Dipodomys,merriami,6996,11,21,1982,14,DM,F,44
Dipodomys,merriami,700,3,12,1978,5,DM,M,49
Dipodomys,merriami,7002,11,21,1982,24,DM,F,39
Dipodomys,merriami,7004,11,21,1982,13,DM,M,47
Dipodomys,merriami,7006,11,21,1982,13,DM,M,47
Dipodomys,merriami,7008,11,21,1982,14,DM,F,40
Dipodomys,merriami,7009,11,21,1982,22,DM,F,36
Dipodomys,merriami,7011,11,21,1982,17,DM,F,32
Dipodomys,merriami,7015,11,21,1982,13,DM,F,43
Dipodomys,merriami,7017,11,21,1982,20,DM,M,38
Dipodomys,merriami,702,3,12,1978,5,DM,M,47
Dipodomys,merriami,7022,11,21,1982,20,DM,F,40
Dipodomys,merriami,7023,11,21,1982,24,DM,F,38
Dipodomys,merriami,7036,11,22,1982,4,DM,M,50
Dipodomys,merriami,7037,11,22,1982,5,DM,F,41
Dipodomys,merriami,7038,11,22,1982,6,DM,M,44
Dipodomys,merriami,704,3,12,1978,5,DM,M,""
Dipodomys,merriami,7047,11,22,1982,4,DM,F,36
Dipodomys,merriami,7056,11,22,1982,11,DM,F,33
Dipodomys,merriami,7060,11,22,1982,12,DM,F,40
Dipodomys,merriami,7061,11,22,1982,2,DM,M,39
Dipodomys,merriami,7062,11,22,1982,5,DM,M,42
Dipodomys,merriami,7066,11,22,1982,8,DM,F,34
Dipodomys,merriami,7069,11,22,1982,12,DM,F,38
Dipodomys,merriami,707,3,12,1978,17,DM,F,""
Dipodomys,merriami,7073,11,22,1982,9,DM,F,37
Dipodomys,merriami,7076,11,22,1982,11,DM,M,38
Dipodomys,merriami,7079,11,22,1982,11,DM,M,43
Dipodomys,merriami,7080,11,22,1982,2,DM,F,37
Dipodomys,merriami,7082,11,22,1982,9,DM,F,34
Dipodomys,merriami,7088,11,22,1982,4,DM,M,44
Dipodomys,merriami,7089,11,22,1982,6,DM,F,44
Dipodomys,merriami,7094,11,22,1982,6,DM,M,41
Dipodomys,merriami,7096,11,22,1982,1,DM,F,41
Dipodomys,merriami,7097,11,22,1982,6,DM,M,44
Dipodomys,merriami,7098,11,22,1982,12,DM,F,42
Dipodomys,merriami,71,8,19,1977,7,DM,F,35
Dipodomys,merriami,7100,11,22,1982,5,DM,M,41
Dipodomys,merriami,7101,11,22,1982,12,DM,M,44
Dipodomys,merriami,7104,11,22,1982,6,DM,F,39
Dipodomys,merriami,7105,11,22,1982,12,DM,M,38
Dipodomys,merriami,711,3,13,1978,18,DM,F,44
Dipodomys,merriami,7117,11,22,1982,4,DM,F,45
Dipodomys,merriami,712,3,13,1978,15,DM,M,48
Dipodomys,merriami,7120,11,22,1982,5,DM,M,46
Dipodomys,merriami,7123,11,22,1982,1,DM,F,35
Dipodomys,merriami,7126,11,22,1982,5,DM,M,41
Dipodomys,merriami,7128,11,22,1982,9,DM,F,36
Dipodomys,merriami,7130,11,22,1982,1,DM,M,48
Dipodomys,merriami,7132,11,22,1982,11,DM,M,45
Dipodomys,merriami,7133,11,22,1982,1,DM,F,35
Dipodomys,merriami,7135,11,22,1982,12,DM,M,41
Dipodomys,merriami,7139,1,12,1983,18,DM,M,39
Dipodomys,merriami,714,3,13,1978,15,DM,F,44
Dipodomys,merriami,7141,1,12,1983,22,DM,F,36
Dipodomys,merriami,7144,1,12,1983,13,DM,M,42
Dipodomys,merriami,7147,1,12,1983,24,DM,M,42
Dipodomys,merriami,7148,1,12,1983,12,DM,F,38
Dipodomys,merriami,715,3,13,1978,18,DM,M,49
Dipodomys,merriami,7152,1,12,1983,11,DM,F,31
Dipodomys,merriami,7153,1,12,1983,20,DM,F,39
Dipodomys,merriami,716,3,13,1978,15,DM,M,45
Dipodomys,merriami,7169,1,12,1983,17,DM,F,31
Dipodomys,merriami,717,3,13,1978,1,DM,F,51
Dipodomys,merriami,7172,1,12,1983,14,DM,F,41
Dipodomys,merriami,7173,1,12,1983,18,DM,F,37
Dipodomys,merriami,7174,1,12,1983,12,DM,F,36
Dipodomys,merriami,7177,1,12,1983,17,DM,F,39
Dipodomys,merriami,7179,1,12,1983,11,DM,M,38
Dipodomys,merriami,7184,1,12,1983,24,DM,M,42
Dipodomys,merriami,7185,1,12,1983,18,DM,F,37
Dipodomys,merriami,7186,1,12,1983,11,DM,M,43
Dipodomys,merriami,719,3,13,1978,18,DM,M,""
Dipodomys,merriami,7192,1,12,1983,12,DM,M,44
Dipodomys,merriami,7195,1,12,1983,14,DM,M,40
Dipodomys,merriami,7198,1,12,1983,12,DM,M,39
Dipodomys,merriami,7205,1,12,1983,20,DM,F,38
Dipodomys,merriami,7206,1,12,1983,14,DM,F,41
Dipodomys,merriami,7209,1,12,1983,24,DM,F,36
Dipodomys,merriami,721,3,13,1978,1,DM,F,44
Dipodomys,merriami,7211,1,12,1983,24,DM,F,38
Dipodomys,merriami,7216,1,12,1983,12,DM,F,38
Dipodomys,merriami,7219,1,12,1983,13,DM,F,39
Dipodomys,merriami,7220,1,12,1983,14,DM,F,38
Dipodomys,merriami,7223,1,12,1983,11,DM,M,46
Dipodomys,merriami,7224,1,12,1983,22,DM,F,36
Dipodomys,merriami,7225,1,12,1983,12,DM,M,42
Dipodomys,merriami,7226,1,12,1983,13,DM,M,47
Dipodomys,merriami,7233,1,12,1983,20,DM,M,39
Dipodomys,merriami,7238,1,13,1983,5,DM,M,48
Dipodomys,merriami,724,3,13,1978,15,DM,M,48
Dipodomys,merriami,7240,1,13,1983,1,DM,M,46
Dipodomys,merriami,7241,1,13,1983,4,DM,M,40
Dipodomys,merriami,7244,1,13,1983,4,DM,F,37
Dipodomys,merriami,7246,1,13,1983,2,DM,M,40
Dipodomys,merriami,7248,1,13,1983,6,DM,F,41
Dipodomys,merriami,7255,1,13,1983,5,DM,F,39
Dipodomys,merriami,7256,1,13,1983,1,DM,M,46
Dipodomys,merriami,7257,1,13,1983,4,DM,F,34
Dipodomys,merriami,7259,1,13,1983,5,DM,M,39
Dipodomys,merriami,726,3,13,1978,18,DM,F,37
Dipodomys,merriami,7264,1,13,1983,5,DM,M,43
Dipodomys,merriami,7265,1,13,1983,6,DM,M,41
Dipodomys,merriami,7267,1,13,1983,3,DM,M,39
Dipodomys,merriami,7269,1,13,1983,4,DM,F,42
Dipodomys,merriami,7271,1,13,1983,9,DM,F,37
Dipodomys,merriami,7272,1,13,1983,4,DM,F,37
Dipodomys,merriami,7274,1,13,1983,5,DM,M,40
Dipodomys,merriami,7278,1,13,1983,3,DM,F,42
Dipodomys,merriami,7279,1,13,1983,6,DM,M,42
Dipodomys,merriami,7280,1,13,1983,3,DM,F,""
Dipodomys,merriami,7283,1,13,1983,9,DM,F,33
Dipodomys,merriami,7285,1,13,1983,6,DM,F,38
Dipodomys,merriami,7286,1,13,1983,1,DM,M,49
Dipodomys,merriami,7289,1,13,1983,3,DM,M,43
Dipodomys,merriami,729,3,13,1978,15,DM,M,46
Dipodomys,merriami,7291,1,13,1983,4,DM,F,38
Dipodomys,merriami,7292,1,13,1983,6,DM,F,39
Dipodomys,merriami,7293,1,13,1983,1,DM,M,43
Dipodomys,merriami,7294,1,13,1983,2,DM,F,36
Dipodomys,merriami,7295,1,13,1983,1,DM,M,44
Dipodomys,merriami,7296,1,13,1983,5,DM,M,42
Dipodomys,merriami,7297,1,13,1983,6,DM,M,45
Dipodomys,merriami,7298,1,13,1983,1,DM,F,34
Dipodomys,merriami,7299,1,13,1983,3,DM,M,47
Dipodomys,merriami,7306,1,13,1983,1,DM,F,35
Dipodomys,merriami,7307,1,13,1983,5,DM,M,46
Dipodomys,merriami,7308,1,13,1983,1,DM,F,40
Dipodomys,merriami,7309,1,13,1983,6,DM,M,41
Dipodomys,merriami,7310,1,13,1983,1,DM,M,41
Dipodomys,merriami,7315,1,13,1983,3,DM,M,43
Dipodomys,merriami,7316,1,13,1983,9,DM,F,33
Dipodomys,merriami,7320,2,26,1983,24,DM,M,43
Dipodomys,merriami,7323,2,26,1983,18,DM,F,39
Dipodomys,merriami,7326,2,26,1983,11,DM,F,36
Dipodomys,merriami,7327,2,26,1983,12,DM,F,38
Dipodomys,merriami,733,4,8,1978,2,DM,M,""
Dipodomys,merriami,7331,2,26,1983,12,DM,M,43
Dipodomys,merriami,7337,2,26,1983,11,DM,M,39
Dipodomys,merriami,7339,2,26,1983,12,DM,F,40
Dipodomys,merriami,734,4,8,1978,6,DM,M,""
Dipodomys,merriami,7343,2,26,1983,12,DM,M,42
Dipodomys,merriami,7345,2,26,1983,11,DM,M,43
Dipodomys,merriami,7349,2,26,1983,17,DM,F,41
Dipodomys,merriami,7351,2,26,1983,18,DM,F,37
Dipodomys,merriami,7355,2,26,1983,12,DM,F,39
Dipodomys,merriami,7357,2,26,1983,18,DM,M,44
Dipodomys,merriami,7361,2,26,1983,24,DM,F,38
Dipodomys,merriami,7362,2,26,1983,24,DM,F,41
Dipodomys,merriami,7363,2,26,1983,11,DM,M,49
Dipodomys,merriami,7365,2,26,1983,11,DM,M,43
Dipodomys,merriami,7366,2,26,1983,12,DM,M,42
Dipodomys,merriami,737,4,8,1978,9,DM,F,""
Dipodomys,merriami,7374,2,27,1983,4,DM,M,42
Dipodomys,merriami,7380,2,27,1983,22,DM,F,38
Dipodomys,merriami,7382,2,27,1983,13,DM,M,48
Dipodomys,merriami,7385,2,27,1983,14,DM,F,43
Dipodomys,merriami,7386,2,27,1983,20,DM,F,40
Dipodomys,merriami,7388,2,27,1983,5,DM,M,43
Dipodomys,merriami,7391,2,27,1983,5,DM,F,47
Dipodomys,merriami,7393,2,27,1983,4,DM,F,38
Dipodomys,merriami,7395,2,27,1983,5,DM,M,46
Dipodomys,merriami,7396,2,27,1983,5,DM,F,48
Dipodomys,merriami,7400,2,27,1983,14,DM,M,42
Dipodomys,merriami,7402,2,27,1983,2,DM,M,44
Dipodomys,merriami,7408,2,27,1983,4,DM,M,46
Dipodomys,merriami,7409,2,27,1983,5,DM,M,42
Dipodomys,merriami,7411,2,27,1983,5,DM,M,50
Dipodomys,merriami,7412,2,27,1983,6,DM,M,45
Dipodomys,merriami,7418,2,27,1983,5,DM,M,48
Dipodomys,merriami,7419,2,27,1983,6,DM,F,40
Dipodomys,merriami,7420,2,27,1983,2,DM,F,42
Dipodomys,merriami,7424,2,27,1983,4,DM,F,49
Dipodomys,merriami,7425,2,27,1983,6,DM,M,44
Dipodomys,merriami,7427,2,27,1983,20,DM,M,41
Dipodomys,merriami,7429,2,27,1983,13,DM,M,47
Dipodomys,merriami,743,4,8,1978,20,DM,M,""
Dipodomys,merriami,7430,2,27,1983,1,DM,F,36
Dipodomys,merriami,7432,2,27,1983,14,DM,F,48
Dipodomys,merriami,7434,2,27,1983,5,DM,M,43
Dipodomys,merriami,7438,2,27,1983,20,DM,F,40
Dipodomys,merriami,7442,2,27,1983,6,DM,M,46
Dipodomys,merriami,7443,2,27,1983,14,DM,F,39
Dipodomys,merriami,7444,2,27,1983,13,DM,F,42
Dipodomys,merriami,7445,2,27,1983,22,DM,F,38
Dipodomys,merriami,7447,2,27,1983,9,DM,F,35
Dipodomys,merriami,745,4,8,1978,22,DM,F,""
Dipodomys,merriami,7450,2,27,1983,1,DM,M,48
Dipodomys,merriami,7453,2,27,1983,1,DM,F,37
Dipodomys,merriami,7454,2,27,1983,6,DM,M,48
Dipodomys,merriami,7458,2,27,1983,22,DM,M,47
Dipodomys,merriami,7466,3,14,1983,22,DM,F,38
Dipodomys,merriami,7467,3,14,1983,24,DM,F,41
Dipodomys,merriami,7469,3,14,1983,18,DM,F,44
Dipodomys,merriami,747,4,8,1978,9,DM,F,""
Dipodomys,merriami,7475,3,14,1983,17,DM,F,36
Dipodomys,merriami,7485,3,14,1983,12,DM,M,51
Dipodomys,merriami,7489,3,14,1983,22,DM,M,42
Dipodomys,merriami,7490,3,14,1983,20,DM,F,41
Dipodomys,merriami,7492,3,14,1983,11,DM,M,42
Dipodomys,merriami,7493,3,14,1983,11,DM,M,46
Dipodomys,merriami,7495,3,14,1983,12,DM,F,40
Dipodomys,merriami,7498,3,14,1983,11,DM,M,45
Dipodomys,merriami,75,8,19,1977,8,DM,F,22
Dipodomys,merriami,7500,3,14,1983,11,DM,F,37
Dipodomys,merriami,7501,3,14,1983,24,DM,M,44
Dipodomys,merriami,7502,3,14,1983,13,DM,F,45
Dipodomys,merriami,7505,3,14,1983,17,DM,F,42
Dipodomys,merriami,7508,3,14,1983,18,DM,M,41
Dipodomys,merriami,751,4,8,1978,13,DM,M,""
Dipodomys,merriami,7513,3,14,1983,12,DM,F,42
Dipodomys,merriami,7515,3,14,1983,20,DM,M,42
Dipodomys,merriami,7517,3,14,1983,12,DM,M,44
Dipodomys,merriami,7521,3,14,1983,24,DM,F,47
Dipodomys,merriami,7522,3,14,1983,18,DM,M,44
Dipodomys,merriami,7523,3,14,1983,11,DM,F,49
Dipodomys,merriami,7525,3,14,1983,11,DM,M,52
Dipodomys,merriami,7528,3,14,1983,12,DM,M,46
Dipodomys,merriami,753,4,8,1978,20,DM,F,""
Dipodomys,merriami,7531,3,14,1983,22,DM,F,45
Dipodomys,merriami,7533,3,14,1983,22,DM,M,48
Dipodomys,merriami,7537,3,14,1983,11,DM,M,46
Dipodomys,merriami,7539,3,14,1983,22,DM,M,45
Dipodomys,merriami,754,4,8,1978,2,DM,M,""
Dipodomys,merriami,7540,3,14,1983,13,DM,M,48
Dipodomys,merriami,7545,3,15,1983,4,DM,F,46
Dipodomys,merriami,7553,3,15,1983,2,DM,M,43
Dipodomys,merriami,7554,3,15,1983,4,DM,M,42
Dipodomys,merriami,7558,3,15,1983,2,DM,F,36
Dipodomys,merriami,7561,3,15,1983,5,DM,F,44
Dipodomys,merriami,757,4,8,1978,2,DM,F,""
Dipodomys,merriami,7575,3,15,1983,5,DM,M,43
Dipodomys,merriami,7576,3,15,1983,5,DM,F,38
Dipodomys,merriami,758,4,8,1978,9,DM,M,""
Dipodomys,merriami,7582,3,15,1983,14,DM,M,45
Dipodomys,merriami,7586,3,15,1983,6,DM,M,50
Dipodomys,merriami,7592,3,15,1983,5,DM,M,42
Dipodomys,merriami,7596,3,15,1983,5,DM,F,39
Dipodomys,merriami,7601,3,15,1983,14,DM,F,44
Dipodomys,merriami,7602,3,15,1983,4,DM,F,43
Dipodomys,merriami,7608,3,15,1983,1,DM,F,42
Dipodomys,merriami,7612,3,15,1983,4,DM,M,47
Dipodomys,merriami,7613,3,15,1983,5,DM,M,44
Dipodomys,merriami,7615,3,15,1983,5,DM,M,43
Dipodomys,merriami,7619,3,15,1983,6,DM,M,46
Dipodomys,merriami,7621,3,15,1983,14,DM,M,43
Dipodomys,merriami,7622,3,15,1983,1,DM,M,46
Dipodomys,merriami,7623,3,15,1983,1,DM,F,38
Dipodomys,merriami,7624,3,15,1983,3,DM,F,48
Dipodomys,merriami,7625,3,15,1983,5,DM,M,49
Dipodomys,merriami,7627,3,15,1983,5,DM,F,34
Dipodomys,merriami,7629,3,15,1983,14,DM,F,41
Dipodomys,merriami,7631,3,15,1983,1,DM,M,45
Dipodomys,merriami,7633,3,15,1983,1,DM,M,52
Dipodomys,merriami,7634,3,15,1983,6,DM,M,48
Dipodomys,merriami,764,4,8,1978,2,DM,M,""
Dipodomys,merriami,7641,4,16,1983,18,DM,M,52
Dipodomys,merriami,765,4,8,1978,9,DM,F,""
Dipodomys,merriami,7651,4,16,1983,20,DM,F,44
Dipodomys,merriami,766,4,8,1978,22,DM,F,""
Dipodomys,merriami,7663,4,16,1983,12,DM,M,43
Dipodomys,merriami,7665,4,16,1983,14,DM,M,48
Dipodomys,merriami,7669,4,16,1983,12,DM,F,47
Dipodomys,merriami,767,4,8,1978,13,DM,M,""
Dipodomys,merriami,7672,4,16,1983,18,DM,F,42
Dipodomys,merriami,7673,4,16,1983,18,DM,M,53
Dipodomys,merriami,7674,4,16,1983,18,DM,F,44
Dipodomys,merriami,7677,4,16,1983,22,DM,M,39
Dipodomys,merriami,7678,4,16,1983,13,DM,F,43
Dipodomys,merriami,7679,4,16,1983,14,DM,F,52
Dipodomys,merriami,7680,4,16,1983,17,DM,F,43
Dipodomys,merriami,7683,4,16,1983,14,DM,M,44
Dipodomys,merriami,7685,4,16,1983,17,DM,F,37
Dipodomys,merriami,7692,4,16,1983,20,DM,M,42
Dipodomys,merriami,7694,4,16,1983,12,DM,M,46
Dipodomys,merriami,7695,4,16,1983,14,DM,F,41
Dipodomys,merriami,7698,4,16,1983,14,DM,M,45
Dipodomys,merriami,7699,4,16,1983,18,DM,M,45
Dipodomys,merriami,770,4,9,1978,4,DM,M,26
Dipodomys,merriami,7702,4,16,1983,13,DM,M,45
Dipodomys,merriami,7703,4,16,1983,22,DM,M,46
Dipodomys,merriami,7708,4,16,1983,22,DM,F,45
Dipodomys,merriami,771,4,9,1978,4,DM,M,44
Dipodomys,merriami,7713,4,16,1983,12,DM,M,42
Dipodomys,merriami,7715,4,17,1983,2,DM,M,45
Dipodomys,merriami,772,4,9,1978,5,DM,"",""
Dipodomys,merriami,7723,4,17,1983,2,DM,F,39
Dipodomys,merriami,7727,4,17,1983,5,DM,M,51
Dipodomys,merriami,773,4,9,1978,5,DM,M,48
Dipodomys,merriami,7731,4,17,1983,5,DM,F,42
Dipodomys,merriami,7735,4,17,1983,2,DM,M,41
Dipodomys,merriami,7737,4,17,1983,4,DM,M,50
Dipodomys,merriami,774,4,9,1978,5,DM,M,39
Dipodomys,merriami,7743,4,17,1983,6,DM,M,49
Dipodomys,merriami,7745,4,17,1983,5,DM,F,40
Dipodomys,merriami,7747,4,17,1983,11,DM,M,46
Dipodomys,merriami,775,4,9,1978,5,DM,M,44
Dipodomys,merriami,7756,4,17,1983,5,DM,F,55
Dipodomys,merriami,776,4,9,1978,5,DM,M,45
Dipodomys,merriami,7765,4,17,1983,5,DM,M,43
Dipodomys,merriami,7766,4,17,1983,1,DM,M,50
Dipodomys,merriami,7771,4,17,1983,6,DM,M,55
Dipodomys,merriami,7776,4,17,1983,5,DM,M,41
Dipodomys,merriami,778,4,9,1978,8,DM,M,36
Dipodomys,merriami,7783,4,17,1983,1,DM,F,37
Dipodomys,merriami,7787,4,17,1983,1,DM,M,49
Dipodomys,merriami,7792,4,17,1983,11,DM,M,47
Dipodomys,merriami,7794,4,17,1983,1,DM,F,42
Dipodomys,merriami,7796,5,14,1983,14,DM,F,46
Dipodomys,merriami,7797,5,14,1983,18,DM,F,47
Dipodomys,merriami,780,4,9,1978,11,DM,M,51
Dipodomys,merriami,7801,5,14,1983,20,DM,M,""
Dipodomys,merriami,7805,5,14,1983,12,DM,M,40
Dipodomys,merriami,781,4,9,1978,11,DM,F,45
Dipodomys,merriami,7813,5,14,1983,14,DM,M,46
Dipodomys,merriami,7814,5,14,1983,20,DM,F,45
Dipodomys,merriami,782,4,9,1978,11,DM,M,47
Dipodomys,merriami,7821,5,14,1983,14,DM,M,49
Dipodomys,merriami,7823,5,14,1983,12,DM,F,46
Dipodomys,merriami,7830,5,14,1983,17,DM,M,49
Dipodomys,merriami,7836,5,14,1983,17,DM,F,26
Dipodomys,merriami,7837,5,14,1983,22,DM,M,41
Dipodomys,merriami,7841,5,14,1983,13,DM,M,49
Dipodomys,merriami,7843,5,14,1983,24,DM,F,46
Dipodomys,merriami,7846,5,14,1983,18,DM,F,35
Dipodomys,merriami,785,4,9,1978,17,DM,M,49
Dipodomys,merriami,7850,5,14,1983,13,DM,F,46
Dipodomys,merriami,7853,5,14,1983,18,DM,M,45
Dipodomys,merriami,7861,5,14,1983,14,DM,F,47
Dipodomys,merriami,7863,5,14,1983,24,DM,F,37
Dipodomys,merriami,7866,5,14,1983,13,DM,F,22
Dipodomys,merriami,7870,5,14,1983,14,DM,F,54
Dipodomys,merriami,7874,5,14,1983,22,DM,F,46
Dipodomys,merriami,7877,5,14,1983,22,DM,M,49
Dipodomys,merriami,788,4,9,1978,17,DM,M,42
Dipodomys,merriami,7880,5,15,1983,5,DM,M,49
Dipodomys,merriami,7884,5,15,1983,2,DM,F,40
Dipodomys,merriami,7888,5,15,1983,5,DM,F,48
Dipodomys,merriami,7892,5,15,1983,3,DM,F,46
Dipodomys,merriami,7895,5,15,1983,2,DM,M,48
Dipodomys,merriami,7897,5,15,1983,11,DM,M,45
Dipodomys,merriami,79,8,19,1977,7,DM,F,42
Dipodomys,merriami,7916,5,15,1983,2,DM,M,46
Dipodomys,merriami,7917,5,15,1983,1,DM,F,47
Dipodomys,merriami,7918,5,15,1983,5,DM,M,44
Dipodomys,merriami,7919,5,15,1983,9,DM,M,49
Dipodomys,merriami,792,4,9,1978,17,DM,F,42
Dipodomys,merriami,7922,5,15,1983,1,DM,M,51
Dipodomys,merriami,7923,5,15,1983,4,DM,M,46
Dipodomys,merriami,7925,5,15,1983,5,DM,F,36
Dipodomys,merriami,7930,5,15,1983,1,DM,M,26
Dipodomys,merriami,7932,5,15,1983,1,DM,M,52
Dipodomys,merriami,7933,5,15,1983,11,DM,M,46
Dipodomys,merriami,7934,6,17,1983,17,DM,F,38
Dipodomys,merriami,794,4,9,1978,11,DM,M,44
Dipodomys,merriami,7946,6,17,1983,14,DM,M,43
Dipodomys,merriami,7950,6,17,1983,18,DM,M,20
Dipodomys,merriami,7957,6,17,1983,12,DM,F,44
Dipodomys,merriami,7961,6,17,1983,18,DM,M,47
Dipodomys,merriami,7965,6,17,1983,20,DM,M,43
Dipodomys,merriami,7969,6,17,1983,24,DM,F,48
Dipodomys,merriami,7971,6,17,1983,20,DM,F,""
Dipodomys,merriami,7973,6,17,1983,12,DM,M,47
Dipodomys,merriami,7975,6,17,1983,14,DM,M,45
Dipodomys,merriami,7979,6,17,1983,24,DM,F,40
Dipodomys,merriami,7980,6,17,1983,12,DM,F,16
Dipodomys,merriami,7981,6,17,1983,13,DM,F,49
Dipodomys,merriami,7987,6,17,1983,22,DM,M,47
Dipodomys,merriami,7989,6,17,1983,13,DM,F,46
Dipodomys,merriami,799,4,9,1978,11,DM,F,46
Dipodomys,merriami,7997,6,18,1983,6,DM,M,44
Dipodomys,merriami,8,7,16,1977,1,DM,M,""
Dipodomys,merriami,800,4,9,1978,5,DM,F,50
Dipodomys,merriami,8003,6,18,1983,4,DM,F,29
Dipodomys,merriami,8006,6,18,1983,4,DM,M,43
Dipodomys,merriami,8008,6,18,1983,4,DM,M,51
Dipodomys,merriami,8009,6,18,1983,11,DM,M,48
Dipodomys,merriami,802,4,9,1978,8,DM,"",""
Dipodomys,merriami,8023,6,18,1983,5,DM,M,49
Dipodomys,merriami,8029,6,18,1983,1,DM,F,44
Dipodomys,merriami,8039,6,18,1983,11,DM,M,46
Dipodomys,merriami,804,4,9,1978,4,DM,M,42
Dipodomys,merriami,8040,6,18,1983,4,DM,F,54
Dipodomys,merriami,8042,6,18,1983,5,DM,F,""
Dipodomys,merriami,8047,6,18,1983,11,DM,M,45
Dipodomys,merriami,8049,6,18,1983,9,DM,F,35
Dipodomys,merriami,8053,6,18,1983,5,DM,M,48
Dipodomys,merriami,8054,7,16,1983,14,DM,M,50
Dipodomys,merriami,8055,7,16,1983,13,DM,F,28
Dipodomys,merriami,8058,7,16,1983,18,DM,M,47
Dipodomys,merriami,8061,7,16,1983,22,DM,F,32
Dipodomys,merriami,8065,7,16,1983,18,DM,F,30
Dipodomys,merriami,8068,7,16,1983,13,DM,F,37
Dipodomys,merriami,807,4,9,1978,17,DM,F,43
Dipodomys,merriami,8071,7,16,1983,17,DM,M,40
Dipodomys,merriami,8073,7,16,1983,14,DM,M,47
Dipodomys,merriami,8076,7,16,1983,20,DM,F,52
Dipodomys,merriami,8077,7,16,1983,22,DM,M,42
Dipodomys,merriami,8078,7,16,1983,17,DM,F,41
Dipodomys,merriami,8084,7,16,1983,12,DM,F,27
Dipodomys,merriami,8086,7,16,1983,12,DM,F,46
Dipodomys,merriami,8096,7,16,1983,14,DM,F,41
Dipodomys,merriami,8097,7,16,1983,18,DM,M,36
Dipodomys,merriami,8098,7,16,1983,13,DM,F,51
Dipodomys,merriami,810,4,9,1978,14,DM,F,49
Dipodomys,merriami,8106,7,16,1983,24,DM,F,25
Dipodomys,merriami,8107,7,16,1983,22,DM,M,49
Dipodomys,merriami,8112,7,16,1983,12,DM,F,31
Dipodomys,merriami,8114,7,17,1983,6,DM,M,44
Dipodomys,merriami,8116,7,17,1983,6,DM,M,46
Dipodomys,merriami,8119,7,17,1983,6,DM,F,52
Dipodomys,merriami,8120,7,17,1983,6,DM,F,42
Dipodomys,merriami,8124,7,17,1983,9,DM,F,34
Dipodomys,merriami,8125,7,17,1983,2,DM,M,38
Dipodomys,merriami,8126,7,17,1983,6,DM,F,43
Dipodomys,merriami,8133,7,17,1983,11,DM,M,47
Dipodomys,merriami,8136,7,17,1983,5,DM,F,47
Dipodomys,merriami,8142,7,17,1983,1,DM,F,37
Dipodomys,merriami,8147,7,17,1983,4,DM,F,53
Dipodomys,merriami,8149,7,17,1983,5,DM,M,48
Dipodomys,merriami,815,4,10,1978,1,DM,F,43
Dipodomys,merriami,8151,7,17,1983,4,DM,M,48
Dipodomys,merriami,8154,7,17,1983,11,DM,M,46
Dipodomys,merriami,8156,8,15,1983,20,DM,F,34
Dipodomys,merriami,8163,8,15,1983,18,DM,F,33
Dipodomys,merriami,8167,8,15,1983,22,DM,F,37
Dipodomys,merriami,8169,8,15,1983,14,DM,M,44
Dipodomys,merriami,817,4,10,1978,12,DM,F,""
Dipodomys,merriami,8172,8,15,1983,17,DM,F,37
Dipodomys,merriami,8177,8,15,1983,14,DM,F,44
Dipodomys,merriami,8178,8,15,1983,12,DM,F,48
Dipodomys,merriami,8179,8,15,1983,17,DM,M,38
Dipodomys,merriami,8180,8,15,1983,18,DM,M,37
Dipodomys,merriami,8182,8,15,1983,13,DM,F,40
Dipodomys,merriami,8184,8,15,1983,12,DM,F,33
Dipodomys,merriami,8188,8,15,1983,13,DM,F,34
Dipodomys,merriami,8189,8,15,1983,20,DM,M,47
Dipodomys,merriami,8190,8,15,1983,13,DM,F,49
Dipodomys,merriami,8194,8,15,1983,13,DM,M,32
Dipodomys,merriami,8195,8,15,1983,24,DM,F,34
Dipodomys,merriami,8197,8,15,1983,12,DM,F,30
Dipodomys,merriami,8199,8,15,1983,24,DM,F,40
Dipodomys,merriami,82,8,19,1977,4,DM,F,41
Dipodomys,merriami,820,4,10,1978,18,DM,F,42
Dipodomys,merriami,8200,8,15,1983,20,DM,F,30
Dipodomys,merriami,8201,8,15,1983,18,DM,M,45
Dipodomys,merriami,8204,8,15,1983,22,DM,M,49
Dipodomys,merriami,8209,8,15,1983,12,DM,F,37
Dipodomys,merriami,821,4,10,1978,16,DM,F,41
Dipodomys,merriami,8219,8,16,1983,4,DM,F,38
Dipodomys,merriami,8228,8,16,1983,1,DM,F,34
Dipodomys,merriami,823,4,10,1978,18,DM,F,40
Dipodomys,merriami,8234,8,16,1983,11,DM,M,38
Dipodomys,merriami,8235,8,16,1983,2,DM,M,38
